Date,Price,Open,High,Low,Vol.,Change %
8/17/2023,"4,227.83","4,281.57","4,281.57","4,224.78",22.27M,-1.32%
8/16/2023,"4,284.27","4,284.57","4,304.09","4,268.85",18.50M,-0.10%
8/15/2023,"4,288.57","4,334.07","4,336.72","4,269.86",23.27M,-0.96%
8/14/2023,"4,330.23","4,318.71","4,343.89","4,306.26",16.99M,0.21%
8/11/2023,"4,321.33","4,381.72","4,381.72","4,311.11",21.77M,-1.43%
8/10/2023,"4,384.04","4,320.92","4,402.09","4,320.92",29.36M,1.55%
8/9/2023,"4,317.33","4,289.02","4,354.97","4,289.02",34.47M,0.66%
8/8/2023,"4,288.85","4,329.47","4,330.22","4,259.84",58.70M,-1.12%
8/7/2023,"4,337.50","4,330.23","4,341.11","4,304.13",18.24M,0.11%
8/4/2023,"4,332.91","4,306.07","4,336.65","4,288.80",25.84M,0.66%
8/3/2023,"4,304.63","4,335.14","4,335.14","4,279.05",28.07M,-0.73%
8/2/2023,"4,336.50","4,403.04","4,403.04","4,329.91",31.19M,-1.61%
8/1/2023,"4,407.54","4,469.62","4,469.62","4,407.11",29.03M,-1.43%
7/31/2023,"4,471.31","4,466.41","4,491.51","4,458.37",30.44M,0.11%
7/28/2023,"4,466.50","4,448.60","4,476.04","4,423.64",41.69M,0.43%
7/27/2023,"4,447.44","4,347.18","4,448.96","4,347.18",38.25M,2.33%
7/26/2023,"4,346.15","4,390.96","4,390.96","4,312.07",32.51M,-1.03%
7/25/2023,"4,391.30","4,382.49","4,399.50","4,374.13",18.48M,0.19%
7/24/2023,"4,383.03","4,386.87","4,386.87","4,364.26",19.92M,-0.19%
7/21/2023,"4,391.41","4,374.07","4,391.41","4,355.28",26.76M,0.40%
7/20/2023,"4,373.73","4,360.92","4,376.58","4,340.69",27.57M,0.26%
7/19/2023,"4,362.28","4,370.91","4,404.59","4,362.09",25.25M,-0.17%
7/18/2023,"4,369.73","4,354.62","4,374.63","4,345.16",20.71M,0.30%
7/17/2023,"4,356.79","4,397.33","4,397.33","4,342.54",18.52M,-0.98%
7/14/2023,"4,400.11","4,389.93","4,411.18","4,388.76",28.87M,0.19%
7/13/2023,"4,391.76","4,361.16","4,410.28","4,361.16",27.77M,0.72%
7/12/2023,"4,360.46","4,289.01","4,367.44","4,289.01",30.45M,1.72%
7/11/2023,"4,286.56","4,257.90","4,301.23","4,257.90",18.46M,0.71%
7/10/2023,"4,256.51","4,235.35","4,272.49","4,217.75",17.03M,0.47%
7/7/2023,"4,236.60","4,222.73","4,257.99","4,197.97",24.78M,0.32%
7/6/2023,"4,223.09","4,349.30","4,349.30","4,213.81",35.24M,-2.93%
7/5/2023,"4,350.71","4,388.30","4,388.30","4,342.87",24.35M,-0.92%
7/4/2023,"4,390.99","4,398.05","4,412.54","4,389.52",18.59M,-0.16%
7/3/2023,"4,398.15","4,401.03","4,420.01","4,397.76",24.61M,-0.02%
6/30/2023,"4,399.09","4,354.95","4,409.50","4,346.40",39.20M,1.02%
6/29/2023,"4,354.69","4,345.23","4,371.60","4,341.64",24.42M,0.23%
6/28/2023,"4,344.75","4,313.04","4,349.39","4,313.04",24.70M,0.92%
6/27/2023,"4,305.26","4,286.18","4,311.12","4,272.27",23.67M,0.58%
6/26/2023,"4,280.57","4,272.10","4,294.16","4,238.07",23.76M,0.21%
6/23/2023,"4,271.61","4,296.75","4,296.75","4,253.15",28.40M,-0.76%
6/22/2023,"4,304.47","4,304.02","4,304.59","4,261.34",25.39M,-0.42%
6/21/2023,"4,322.75","4,339.47","4,350.10","4,316.47",25.13M,-0.47%
6/20/2023,"4,343.14","4,361.50","4,365.23","4,338.35",24.01M,-0.44%
6/19/2023,"4,362.38","4,392.17","4,392.17","4,356.51",22.40M,-0.74%
6/16/2023,"4,394.82","4,365.74","4,410.20","4,363.96",75.50M,0.68%
6/15/2023,"4,365.12","4,373.58","4,373.58","4,333.64",25.49M,-0.25%
6/14/2023,"4,375.98","4,346.52","4,385.84","4,343.55",31.34M,0.65%
6/13/2023,"4,347.55","4,317.75","4,352.01","4,316.52",25.60M,0.72%
6/12/2023,"4,316.49","4,291.04","4,332.97","4,291.04",21.54M,0.62%
6/9/2023,"4,289.79","4,298.48","4,307.42","4,275.09",20.24M,-0.18%
6/8/2023,"4,297.68","4,284.09","4,305.90","4,276.36",25.60M,0.13%
6/7/2023,"4,291.91","4,294.50","4,305.25","4,273.28",24.08M,-0.08%
6/6/2023,"4,295.22","4,292.77","4,299.00","4,275.44",22.40M,0.05%
6/5/2023,"4,293.24","4,324.10","4,333.18","4,287.14",23.34M,-0.70%
6/2/2023,"4,323.52","4,259.64","4,327.57","4,259.64",29.37M,1.55%
6/1/2023,"4,257.61","4,222.56","4,271.37","4,222.56",26.94M,0.94%
5/31/2023,"4,218.04","4,289.10","4,289.10","4,210.69",97.32M,-1.71%
5/30/2023,"4,291.58","4,314.96","4,338.71","4,284.11",26.29M,-0.66%
5/29/2023,"4,320.01","4,340.95","4,359.86","4,314.95",14.88M,-0.40%
5/26/2023,"4,337.50","4,272.85","4,346.20","4,260.81",26.47M,1.59%
5/25/2023,"4,269.64","4,264.01","4,284.96","4,251.29",28.42M,0.14%
5/24/2023,"4,263.74","4,339.50","4,339.50","4,250.26",34.16M,-1.81%
5/23/2023,"4,342.38","4,382.99","4,383.45","4,342.38",18.70M,-0.99%
5/22/2023,"4,385.63","4,384.99","4,394.94","4,372.93",23.96M,-0.22%
5/19/2023,"4,395.30","4,368.24","4,412.88","4,368.24",32.14M,0.64%
5/18/2023,"4,367.45","4,323.04","4,380.50","4,323.04",26.32M,1.02%
5/17/2023,"4,323.23","4,313.25","4,332.08","4,293.57",22.87M,0.18%
5/16/2023,"4,315.51","4,313.12","4,328.78","4,298.31",22.34M,-0.02%
5/15/2023,"4,316.41","4,315.85","4,338.14","4,302.76",20.45M,-0.03%
5/12/2023,"4,317.88","4,304.07","4,344.32","4,304.07",24.69M,0.19%
5/11/2023,"4,309.75","4,303.98","4,341.59","4,281.69",29.58M,0.07%
5/10/2023,"4,306.76","4,322.65","4,332.29","4,293.21",27.26M,-0.38%
5/9/2023,"4,323.09","4,344.42","4,344.42","4,305.31",22.74M,-0.59%
5/8/2023,"4,348.65","4,335.22","4,355.41","4,334.13",19.64M,0.19%
5/5/2023,"4,340.43","4,280.92","4,340.48","4,280.92",31.87M,1.25%
5/4/2023,"4,287.03","4,280.66","4,302.04","4,264.41",31.08M,-0.54%
5/3/2023,"4,310.18","4,303.53","4,329.03","4,303.53",27.49M,0.36%
5/2/2023,"4,294.85","4,353.41","4,372.66","4,291.66",33.75M,-1.48%
4/28/2023,"4,359.31","4,353.92","4,376.30","4,305.63",39.59M,0.03%
4/27/2023,"4,358.05","4,345.04","4,368.95","4,327.98",27.11M,0.24%
4/26/2023,"4,347.71","4,373.21","4,373.21","4,324.43",35.48M,-0.69%
4/25/2023,"4,377.85","4,393.23","4,393.23","4,363.98",30.71M,-0.54%
4/24/2023,"4,401.80","4,398.51","4,411.67","4,387.64",24.13M,-0.15%
4/21/2023,"4,408.59","4,382.06","4,408.59","4,367.56",39.17M,0.54%
4/20/2023,"4,384.86","4,391.92","4,400.61","4,365.91",35.90M,-0.20%
4/19/2023,"4,393.57","4,393.46","4,397.16","4,373.19",25.03M,-0.01%
4/18/2023,"4,393.95","4,367.62","4,407.74","4,367.62",26.67M,0.60%
4/17/2023,"4,367.61","4,392.40","4,401.97","4,366.22",26.85M,-0.53%
4/14/2023,"4,390.75","4,364.09","4,397.58","4,363.31",35.53M,0.63%
4/13/2023,"4,363.24","4,334.67","4,363.61","4,334.67",28.72M,0.67%
4/12/2023,"4,334.03","4,332.33","4,374.23","4,323.67",30.18M,0.02%
4/11/2023,"4,333.29","4,312.66","4,343.92","4,312.66",30.12M,0.55%
4/6/2023,"4,309.45","4,295.55","4,313.74","4,293.85",28.51M,0.26%
4/5/2023,"4,298.36","4,316.29","4,320.83","4,286.21",29.79M,-0.39%
4/4/2023,"4,315.32","4,312.15","4,346.95","4,311.02",28.19M,0.10%
4/3/2023,"4,311.05","4,312.99","4,329.29","4,304.89",29.10M,-0.09%
3/31/2023,"4,315.05","4,285.84","4,325.34","4,278.31",36.31M,0.69%
3/30/2023,"4,285.42","4,232.59","4,295.32","4,232.59",29.62M,1.28%
3/29/2023,"4,231.27","4,168.61","4,233.59","4,168.61",33.77M,1.51%
3/28/2023,"4,168.21","4,169.53","4,205.35","4,157.11",30.41M,0.09%
3/27/2023,"4,164.62","4,133.80","4,190.14","4,133.80",34.83M,0.82%
3/24/2023,"4,130.62","4,193.16","4,193.16","4,093.16",56.57M,-1.82%
3/23/2023,"4,207.14","4,195.22","4,215.20","4,166.00",34.03M,0.27%
3/22/2023,"4,195.70","4,174.90","4,212.81","4,167.12",37.40M,0.34%
3/21/2023,"4,181.60","4,139.89","4,206.93","4,139.89",49.52M,1.51%
3/20/2023,"4,119.42","4,054.70","4,136.19","3,980.94",69.87M,1.34%
3/17/2023,"4,064.99","4,137.37","4,174.67","4,042.75",91.67M,-1.26%
3/16/2023,"4,116.98","4,060.41","4,135.00","4,021.45",61.73M,2.03%
3/15/2023,"4,034.92","4,175.62","4,178.46","4,018.30",81.67M,-3.46%
3/14/2023,"4,179.47","4,104.57","4,189.08","4,088.58",52.29M,2.02%
3/13/2023,"4,096.54","4,228.32","4,229.22","4,071.94",78.07M,-3.14%
3/10/2023,"4,229.53","4,256.43","4,256.43","4,190.98",49.66M,-1.32%
3/9/2023,"4,286.12","4,283.30","4,297.56","4,257.20",28.14M,-0.05%
3/8/2023,"4,288.45","4,272.37","4,298.95","4,264.23",26.86M,0.22%
3/7/2023,"4,278.96","4,306.25","4,319.06","4,277.82",30.28M,-0.81%
3/6/2023,"4,313.78","4,306.65","4,324.27","4,295.69",26.31M,0.44%
3/3/2023,"4,294.80","4,256.81","4,298.78","4,256.81",30.52M,1.28%
3/2/2023,"4,240.59","4,204.80","4,241.39","4,178.65",29.38M,0.59%
3/1/2023,"4,215.75","4,243.38","4,276.06","4,206.32",36.21M,-0.53%
2/28/2023,"4,238.38","4,238.46","4,268.66","4,222.23",58.92M,-0.23%
2/27/2023,"4,248.01","4,191.84","4,266.82","4,191.84",30.11M,1.66%
2/24/2023,"4,178.82","4,263.38","4,280.14","4,171.93",45.71M,-1.86%
2/23/2023,"4,258.16","4,249.95","4,282.88","4,249.95",32.48M,0.36%
2/22/2023,"4,242.88","4,245.75","4,248.06","4,205.93",34.87M,-0.18%
2/21/2023,"4,250.40","4,265.18","4,265.29","4,210.17",28.00M,-0.49%
2/20/2023,"4,271.18","4,281.72","4,284.56","4,262.21",21.11M,-0.09%
2/17/2023,"4,274.92","4,283.04","4,288.08","4,232.25",36.87M,-0.52%
2/16/2023,"4,297.24","4,295.99","4,316.17","4,269.44",36.45M,0.40%
2/15/2023,"4,280.04","4,237.00","4,283.62","4,234.39",28.25M,0.97%
2/14/2023,"4,238.76","4,244.47","4,279.57","4,233.73",27.63M,-0.06%
2/13/2023,"4,241.36","4,202.03","4,244.62","4,202.03",25.44M,1.03%
2/10/2023,"4,197.94","4,242.36","4,242.36","4,172.95",36.75M,-1.23%
2/9/2023,"4,250.14","4,226.85","4,275.58","4,226.85",33.41M,0.97%
2/8/2023,"4,209.15","4,220.86","4,248.38","4,208.40",30.19M,0.00%
2/7/2023,"4,209.31","4,206.39","4,218.49","4,192.95",35.77M,0.09%
2/6/2023,"4,205.45","4,246.45","4,246.45","4,186.66",32.75M,-1.23%
2/3/2023,"4,257.98","4,230.53","4,257.98","4,206.26",54.88M,0.40%
2/2/2023,"4,241.12","4,174.33","4,245.08","4,174.33",54.60M,1.67%
2/1/2023,"4,171.44","4,168.81","4,187.61","4,159.01",42.48M,0.19%
1/31/2023,"4,163.45","4,155.31","4,166.17","4,124.58",43.15M,0.12%
1/30/2023,"4,158.63","4,166.75","4,166.75","4,122.21",25.85M,-0.46%
1/27/2023,"4,178.01","4,177.26","4,188.71","4,154.53",27.71M,0.10%
1/26/2023,"4,173.98","4,156.51","4,183.56","4,156.51",32.65M,0.62%
1/25/2023,"4,148.11","4,153.63","4,158.77","4,116.99",26.03M,-0.12%
1/24/2023,"4,153.02","4,154.26","4,167.02","4,132.24",25.72M,0.05%
1/23/2023,"4,150.82","4,121.97","4,157.13","4,121.97",27.75M,0.75%
1/20/2023,"4,119.90","4,101.64","4,126.17","4,100.17",36.59M,0.63%
1/19/2023,"4,094.28","4,156.10","4,158.57","4,092.57",35.79M,-1.92%
1/18/2023,"4,174.34","4,171.03","4,197.47","4,171.03",29.03M,0.00%
1/17/2023,"4,174.33","4,153.93","4,193.30","4,142.29",31.15M,0.42%
1/16/2023,"4,157.00","4,155.74","4,162.51","4,145.27",20.97M,0.15%
1/13/2023,"4,150.80","4,129.11","4,160.97","4,129.11",31.28M,0.58%
1/12/2023,"4,126.68","4,104.14","4,144.37","4,104.14",32.44M,0.66%
1/11/2023,"4,099.76","4,062.38","4,107.81","4,062.38",30.66M,1.04%
1/10/2023,"4,057.46","4,052.62","4,063.29","4,042.42",26.65M,-0.27%
1/9/2023,"4,068.62","4,027.51","4,080.55","4,025.16",32.74M,1.26%
1/6/2023,"4,017.83","3,959.96","4,017.85","3,951.93",28.23M,1.47%
1/5/2023,"3,959.48","3,967.01","3,974.61","3,950.42",26.93M,-0.36%
1/4/2023,"3,973.97","3,891.04","3,975.50","3,891.04",39.91M,2.36%
1/3/2023,"3,882.29","3,852.07","3,921.37","3,852.07",33.16M,0.68%
1/2/2023,"3,856.09","3,802.51","3,860.74","3,802.51",19.04M,1.65%
12/30/2022,"3,793.62","3,845.92","3,845.92","3,792.09",16.36M,-1.47%
12/29/2022,"3,850.07","3,803.24","3,851.39","3,793.25",17.58M,1.08%
12/28/2022,"3,808.82","3,833.45","3,842.22","3,805.94",13.85M,-0.63%
12/27/2022,"3,832.89","3,826.99","3,854.61","3,826.99",12.77M,0.42%
12/23/2022,"3,817.01","3,823.70","3,833.61","3,798.74",14.82M,-0.16%
12/22/2022,"3,823.29","3,870.98","3,889.70","3,817.49",20.22M,-1.26%
12/21/2022,"3,872.15","3,810.87","3,874.36","3,810.87",25.09M,1.83%
12/20/2022,"3,802.49","3,790.58","3,816.90","3,767.26",28.10M,-0.23%
12/19/2022,"3,811.24","3,808.53","3,835.63","3,808.53",22.54M,0.19%
12/16/2022,"3,804.02","3,831.00","3,837.77","3,783.94",72.87M,-0.83%
12/15/2022,"3,835.70","3,950.02","3,950.02","3,831.21",49.10M,-3.51%
12/14/2022,"3,975.26","3,980.71","3,980.71","3,955.15",26.72M,-0.29%
12/13/2022,"3,986.83","3,926.36","4,035.15","3,923.93",33.65M,1.66%
12/12/2022,"3,921.82","3,931.59","3,936.11","3,911.67",20.95M,-0.53%
12/9/2022,"3,942.62","3,926.59","3,946.50","3,905.94",26.35M,0.54%
12/8/2022,"3,921.27","3,926.17","3,931.08","3,903.93",19.98M,0.01%
12/7/2022,"3,920.90","3,929.71","3,944.03","3,911.46",25.63M,-0.46%
12/6/2022,"3,939.19","3,953.50","3,963.51","3,924.65",26.96M,-0.44%
12/5/2022,"3,956.53","3,973.45","3,977.73","3,950.31",20.32M,-0.54%
12/2/2022,"3,977.90","3,974.16","3,996.57","3,940.52",28.79M,-0.17%
12/1/2022,"3,984.50","3,970.68","4,004.19","3,968.89",35.84M,0.50%
11/30/2022,"3,964.72","3,945.71","3,972.69","3,943.46",54.93M,0.77%
11/29/2022,"3,934.44","3,941.55","3,953.98","3,924.56",26.49M,-0.03%
11/28/2022,"3,935.51","3,952.71","3,957.56","3,925.13",26.03M,-0.68%
11/25/2022,"3,962.41","3,962.26","3,975.17","3,951.64",22.53M,0.01%
